学校,文理科,招生省份,平均分数
闽南理工学院,理科,浙江,379.3333333
闽南理工学院,理科,安徽,392.6666667
闽南理工学院,文科,福建,332.6666667
闽南理工学院,文科,山东,501.0
闽南理工学院,理科,湖北,372.0
闽南理工学院,文科,湖南,449.0
闽南理工学院,理科,广东,440.0
闽南理工学院,理科,重庆,399.0
闽南理工学院,理科,四川,380.0
闽南理工学院,理科,陕西,364.0
闽南理工学院,文科,甘肃,323.6666667
闽南理工学院,文科,山西,310.5
闽南理工学院,理科,内蒙古,328.6666667
闽南理工学院,文科,河南,404.3333333
闽南理工学院,文科,海南,483.3333333
闽南理工学院,文科,广西,397.3333333
闽南理工学院,理科,贵州,350.0
闽南理工学院,文科,云南,388.6666667
闽南理工学院,文科,西藏,235.0
闽南理工学院,理科,新疆,342.0
闽南理工学院,文科,江西,296.0
武夷学院,文科,天津,418.0
武夷学院,理科,辽宁,435.0
武夷学院,理科,吉林,415.0
武夷学院,理科,黑龙江,412.6666667
武夷学院,文科,江苏,306.0
武夷学院,文科,浙江,461.0
武夷学院,理科,安徽,439.3333333
武夷学院,文科,山东,488.6666667
武夷学院,文科,湖北,449.3333333
武夷学院,文科,湖南,463.6666667
武夷学院,文科,广东,495.3333333
武夷学院,文科,重庆,450.3333333
武夷学院,文科,四川,472.6666667
武夷学院,文科,陕西,434.6666667
武夷学院,文科,甘肃,366.0
武夷学院,文科,河北,481.6666667
武夷学院,理科,山西,429.6666667
武夷学院,理科,内蒙古,379.6666667
武夷学院,理科,河南,458.3333333
武夷学院,理科,海南,562.3333333
武夷学院,理科,广西,425.3333333
武夷学院,文科,贵州,366.5
武夷学院,理科,云南,422.6666667
武夷学院,理科,西藏,411.6666667
武夷学院,文科,青海,349.5
武夷学院,文科,新疆,437.5
武夷学院,文科,江西,482.6666667
齐鲁医药学院,文科,辽宁,476.0
齐鲁医药学院,理科,吉林,522.0
齐鲁医药学院,理科,黑龙江,433.0
齐鲁医药学院,文科,上海,403.0
齐鲁医药学院,理科,浙江,436.0
齐鲁医药学院,理科,安徽,505.0
齐鲁医药学院,理科,福建,422.0
齐鲁医药学院,文科,山东,501.0
齐鲁医药学院,文科,湖北,444.0
齐鲁医药学院,理科,广东,490.0
齐鲁医药学院,文科,重庆,475.0
齐鲁医药学院,文科,四川,416.0
齐鲁医药学院,文科,甘肃,386.0
齐鲁医药学院,理科,河北,475.0
齐鲁医药学院,理科,山西,449.0
齐鲁医药学院,理科,内蒙古,399.0
齐鲁医药学院,理科,河南,563.0
齐鲁医药学院,文科,海南,506.0
齐鲁医药学院,理科,广西,472.0
齐鲁医药学院,理科,云南,386.0
齐鲁医药学院,理科,西藏,451.0
齐鲁医药学院,文科,青海,358.0
齐鲁医药学院,文科,宁夏,467.0
齐鲁医药学院,理科,新疆,380.0
齐鲁医药学院,理科,江西,383.0
潍坊科技学院,文科,辽宁,384.0
潍坊科技学院,文科,吉林,380.0
潍坊科技学院,文科,黑龙江,353.0
潍坊科技学院,理科,江苏,308.6666667
潍坊科技学院,理科,浙江,442.0
潍坊科技学院,文科,安徽,396.3333333
潍坊科技学院,文科,福建,458.0
潍坊科技学院,文科,山东,487.5
潍坊科技学院,理科,湖北,353.3333333
潍坊科技学院,理科,广东,442.0
潍坊科技学院,理科,重庆,411.3333333
潍坊科技学院,文科,四川,426.3333333
潍坊科技学院,文科,陕西,368.0
潍坊科技学院,理科,甘肃,394.0
潍坊科技学院,文科,河北,472.5
潍坊科技学院,文科,山西,321.6666667
潍坊科技学院,文科,内蒙古,346.5
潍坊科技学院,文科,河南,349.6666667
潍坊科技学院,理科,海南,499.0
潍坊科技学院,文科,贵州,354.3333333
潍坊科技学院,文科,宁夏,427.0
山东英才学院,文科,辽宁,490.0
山东英才学院,理科,黑龙江,414.0
山东英才学院,文科,江苏,272.0
山东英才学院,理科,安徽,498.0
山东英才学院,理科,福建,426.0
山东英才学院,文科,山东,559.0
山东英才学院,理科,湖北,446.0
山东英才学院,文科,湖南,424.0
山东英才学院,文科,广东,463.0
山东英才学院,文科,四川,409.0
山东英才学院,理科,陕西,350.0
山东英才学院,理科,甘肃,360.0
山东英才学院,文科,内蒙古,396.0
山东英才学院,理科,海南,439.0
山东英才学院,文科,广西,320.0
山东英才学院,理科,云南,414.0
山东英才学院,理科,宁夏,384.0
山东英才学院,文科,江西,379.5
河南工程学院,文科,天津,436.75
河南工程学院,理科,辽宁,441.5
河南工程学院,文科,吉林,428.0
河南工程学院,理科,黑龙江,448.25
河南工程学院,理科,上海,400.0
河南工程学院,文科,江苏,309.0
河南工程学院,文科,浙江,428.5
河南工程学院,文科,安徽,479.75
河南工程学院,理科,福建,412.0
河南工程学院,理科,山东,490.25
河南工程学院,理科,湖北,459.0
河南工程学院,理科,湖南,458.5
河南工程学院,文科,广东,469.0
河南工程学院,理科,重庆,457.0
河南工程学院,理科,四川,475.5
河南工程学院,文科,陕西,449.0
河南工程学院,理科,甘肃,444.5
河南工程学院,文科,河北,509.25
河南工程学院,理科,山西,448.75
河南工程学院,文科,内蒙古,385.25
河南工程学院,文科,河南,467.25
河南工程学院,理科,海南,554.5
河南工程学院,理科,广西,429.5
河南工程学院,文科,贵州,386.6666667
河南工程学院,理科,云南,427.75
河南工程学院,理科,青海,356.0
河南工程学院,理科,宁夏,407.5
河南工程学院,文科,新疆,473.0
河南工程学院,文科,江西,478.25
郑州华信学院,理科,辽宁,401.0
郑州华信学院,文科,吉林,338.0
郑州华信学院,文科,黑龙江,324.6666667
郑州华信学院,理科,江苏,275.0
郑州华信学院,理科,浙江,416.0
郑州华信学院,理科,安徽,389.0
郑州华信学院,文科,福建,396.5
郑州华信学院,理科,山东,386.5
郑州华信学院,文科,湖北,343.3333333
郑州华信学院,理科,湖南,467.6666667
郑州华信学院,理科,广东,436.5
郑州华信学院,理科,重庆,457.5
郑州华信学院,文科,四川,351.5
郑州华信学院,文科,陕西,395.3333333
郑州华信学院,理科,甘肃,331.3333333
郑州华信学院,理科,河北,335.6666667
郑州华信学院,理科,山西,344.6666667
郑州华信学院,理科,内蒙古,308.6666667
郑州华信学院,理科,河南,353.0
郑州华信学院,理科,海南,496.6666667
郑州华信学院,文科,广西,428.0
郑州华信学院,文科,贵州,339.3333333
郑州华信学院,文科,云南,380.5
郑州华信学院,文科,西藏,250.0
郑州华信学院,文科,青海,358.0
郑州华信学院,理科,宁夏,277.0
郑州华信学院,理科,新疆,329.3333333
郑州华信学院,理科,江西,433.0
郑州科技学院,理科,辽宁,476.0
郑州科技学院,文科,吉林,364.6666667
郑州科技学院,文科,安徽,453.5
郑州科技学院,理科,福建,415.5
郑州科技学院,文科,山东,410.6666667
郑州科技学院,文科,湖北,366.0
郑州科技学院,理科,湖南,455.0
郑州科技学院,文科,广东,400.0
郑州科技学院,文科,四川,397.6666667
郑州科技学院,文科,甘肃,346.3333333
郑州科技学院,理科,河北,376.5
郑州科技学院,文科,山西,317.0
郑州科技学院,文科,内蒙古,331.0
郑州科技学院,文科,河南,394.0
郑州科技学院,理科,广西,402.0
郑州科技学院,文科,西藏,458.0
郑州科技学院,文科,新疆,374.25
荆楚理工学院,理科,北京,152.0
荆楚理工学院,理科,天津,398.0
荆楚理工学院,理科,辽宁,408.8
荆楚理工学院,理科,上海,275.4
荆楚理工学院,文科,江苏,352.0
荆楚理工学院,理科,浙江,343.6666667
荆楚理工学院,理科,安徽,480.6666667
荆楚理工学院,理科,福建,401.3333333
荆楚理工学院,理科,山东,481.0
荆楚理工学院,理科,湖北,444.6666667
荆楚理工学院,理科,湖南,403.0
荆楚理工学院,文科,广东,451.0
荆楚理工学院,文科,重庆,382.3333333
荆楚理工学院,理科,四川,385.0
荆楚理工学院,理科,陕西,435.0
荆楚理工学院,理科,甘肃,353.0
荆楚理工学院,文科,河北,485.0
荆楚理工学院,文科,山西,435.3333333
荆楚理工学院,文科,内蒙古,381.3333333
荆楚理工学院,文科,河南,465.0
荆楚理工学院,理科,海南,543.3333333
荆楚理工学院,理科,广西,380.6666667
荆楚理工学院,理科,贵州,372.5
荆楚理工学院,文科,云南,402.3333333
荆楚理工学院,理科,西藏,232.0
荆楚理工学院,文科,青海,270.0
荆楚理工学院,理科,宁夏,294.5
荆楚理工学院,理科,新疆,345.6666667
荆楚理工学院,理科,江西,468.3333333
湖南第一师范学院,文科,辽宁,456.25
湖南第一师范学院,文科,吉林,431.75
湖南第一师范学院,理科,黑龙江,433.25
湖南第一师范学院,文科,江苏,322.0
湖南第一师范学院,理科,浙江,431.0
湖南第一师范学院,理科,安徽,504.6666667
湖南第一师范学院,理科,福建,485.3333333
湖南第一师范学院,理科,山东,498.25
湖南第一师范学院,理科,湖北,486.75
湖南第一师范学院,文科,湖南,481.6666667
湖南第一师范学院,理科,重庆,489.6666667
湖南第一师范学院,文科,四川,478.25
湖南第一师范学院,理科,陕西,450.0
湖南第一师范学院,理科,河北,501.5
湖南第一师范学院,理科,山西,458.0
湖南第一师范学院,理科,河南,489.25
湖南第一师范学院,文科,海南,573.5
湖南第一师范学院,理科,广西,457.5
湖南第一师范学院,文科,贵州,456.0
湖南第一师范学院,文科,云南,431.5
湖南第一师范学院,文科,江西,470.25
仲恺农业工程学院,文科,安徽,489.0
仲恺农业工程学院,理科,福建,425.0
仲恺农业工程学院,理科,湖北,471.0
仲恺农业工程学院,理科,湖南,492.0
仲恺农业工程学院,理科,广东,492.0
仲恺农业工程学院,文科,甘肃,481.0
仲恺农业工程学院,文科,山西,462.6666667
仲恺农业工程学院,文科,内蒙古,447.0
仲恺农业工程学院,理科,河南,480.6666667
仲恺农业工程学院,文科,海南,543.0
仲恺农业工程学院,理科,广西,437.0
仲恺农业工程学院,文科,贵州,406.5
仲恺农业工程学院,理科,云南,441.6666667
仲恺农业工程学院,文科,新疆,415.0
仲恺农业工程学院,理科,江西,472.0
海口经济学院,理科,辽宁,392.5
海口经济学院,文科,吉林,343.0
海口经济学院,文科,黑龙江,348.0
海口经济学院,文科,江苏,277.0
海口经济学院,理科,浙江,329.6666667
海口经济学院,理科,安徽,443.0
海口经济学院,文科,福建,410.0
海口经济学院,文科,山东,485.5
海口经济学院,理科,湖北,367.5
海口经济学院,理科,湖南,427.6666667
海口经济学院,文科,广东,439.3333333
海口经济学院,文科,重庆,420.5
海口经济学院,文科,四川,370.3333333
海口经济学院,文科,陕西,331.0
海口经济学院,理科,甘肃,305.6666667
海口经济学院,文科,河北,358.0
海口经济学院,理科,山西,311.5
海口经济学院,文科,内蒙古,266.0
海口经济学院,理科,河南,365.0
海口经济学院,理科,海南,481.0
海口经济学院,理科,广西,305.3333333
海口经济学院,文科,贵州,285.0
海口经济学院,理科,云南,333.5
海口经济学院,文科,西藏,451.0
海口经济学院,文科,青海,245.0
海口经济学院,理科,宁夏,271.5
海口经济学院,理科,新疆,321.0
海口经济学院,文科,江西,468.0
成都学院,理科,辽宁,435.5
成都学院,理科,吉林,423.0
成都学院,文科,黑龙江,441.0
成都学院,理科,江苏,318.6666667
成都学院,理科,浙江,461.5
成都学院,文科,安徽,460.25
成都学院,理科,福建,478.6666667
成都学院,理科,山东,519.5
成都学院,文科,湖北,492.5
成都学院,文科,湖南,471.5
成都学院,理科,广东,521.0
成都学院,理科,重庆,443.0
成都学院,文科,四川,454.3333333
成都学院,理科,陕西,456.0
成都学院,理科,甘肃,460.25
成都学院,理科,河北,527.75
成都学院,理科,山西,485.75
成都学院,文科,河南,506.0
成都学院,理科,海南,570.0
成都学院,文科,广西,417.75
成都学院,理科,贵州,361.0
成都学院,文科,云南,434.75
成都学院,理科,新疆,429.75
成都学院,文科,江西,496.25
昆明学院,理科,天津,427.0
昆明学院,文科,辽宁,449.3333333
昆明学院,理科,吉林,428.3333333
昆明学院,文科,黑龙江,429.6666667
昆明学院,理科,安徽,481.3333333
昆明学院,理科,福建,473.0
昆明学院,文科,山东,494.6666667
昆明学院,理科,湖北,472.3333333
昆明学院,理科,湖南,462.0
昆明学院,文科,重庆,471.3333333
昆明学院,文科,四川,466.3333333
昆明学院,文科,陕西,457.3333333
昆明学院,理科,甘肃,446.3333333
昆明学院,理科,河北,505.3333333
昆明学院,文科,山西,459.3333333
昆明学院,理科,内蒙古,381.6666667
昆明学院,文科,河南,479.0
昆明学院,文科,海南,558.3333333
昆明学院,文科,广西,445.6666667
昆明学院,理科,贵州,395.0
昆明学院,理科,云南,317.5
昆明学院,理科,青海,339.0
昆明学院,文科,新疆,410.0
昆明学院,理科,江西,485.6666667
西安思源学院,文科,北京,409.3333333
西安思源学院,文科,天津,366.5
西安思源学院,理科,辽宁,367.0
西安思源学院,文科,吉林,393.6666667
西安思源学院,文科,黑龙江,318.6666667
西安思源学院,理科,上海,284.5
西安思源学院,文科,江苏,246.5
西安思源学院,理科,浙江,370.3333333
西安思源学院,理科,安徽,415.6666667
西安思源学院,文科,福建,396.6666667
西安思源学院,文科,山东,501.0
西安思源学院,理科,湖北,355.0
西安思源学院,理科,湖南,379.0
西安思源学院,文科,广东,403.75
西安思源学院,文科,重庆,412.6666667
西安思源学院,文科,四川,359.6666667
西安思源学院,文科,陕西,318.0
西安思源学院,文科,甘肃,362.25
西安思源学院,理科,河北,351.3333333
西安思源学院,理科,山西,312.6666667
西安思源学院,理科,内蒙古,315.0
西安思源学院,理科,河南,391.6666667
西安思源学院,文科,海南,474.3333333
西安思源学院,理科,广西,377.0
西安思源学院,文科,贵州,265.5
西安思源学院,理科,云南,340.0
西安思源学院,文科,西藏,457.0
西安思源学院,理科,青海,298.0
西安思源学院,文科,宁夏,304.3333333
西安思源学院,理科,新疆,342.3333333
西安思源学院,理科,江西,310.3333333
陕西国际商贸学院,文科,辽宁,343.0
陕西国际商贸学院,理科,吉林,340.6666667
陕西国际商贸学院,文科,黑龙江,293.3333333
陕西国际商贸学院,文科,上海,342.0
陕西国际商贸学院,文科,江苏,277.0
陕西国际商贸学院,理科,浙江,430.0
陕西国际商贸学院,理科,安徽,399.6666667
陕西国际商贸学院,理科,福建,401.0
陕西国际商贸学院,文科,山东,396.3333333
陕西国际商贸学院,理科,湖北,356.0
陕西国际商贸学院,理科,湖南,494.5
陕西国际商贸学院,理科,广东,409.0
陕西国际商贸学院,文科,重庆,392.25
陕西国际商贸学院,理科,四川,331.5
陕西国际商贸学院,理科,陕西,286.0
陕西国际商贸学院,理科,甘肃,291.0
陕西国际商贸学院,文科,河北,272.0
陕西国际商贸学院,理科,山西,211.6666667
陕西国际商贸学院,理科,内蒙古,228.0
陕西国际商贸学院,理科,河南,264.3333333
陕西国际商贸学院,文科,海南,437.5
陕西国际商贸学院,文科,广西,423.6666667
陕西国际商贸学院,理科,贵州,258.6666667
陕西国际商贸学院,理科,云南,351.0
陕西国际商贸学院,文科,西藏,310.0
陕西国际商贸学院,理科,青海,235.6666667
陕西国际商贸学院,文科,宁夏,255.6666667
陕西国际商贸学院,理科,新疆,304.0
陕西国际商贸学院,文科,江西,403.0
保定电力职业技术学院,理科,北京,235.0
保定电力职业技术学院,文科,天津,289.75
保定电力职业技术学院,文科,辽宁,341.25
保定电力职业技术学院,理科,吉林,279.25
保定电力职业技术学院,文科,黑龙江,248.25
保定电力职业技术学院,理科,江苏,248.0
保定电力职业技术学院,文科,浙江,335.0
保定电力职业技术学院,理科,安徽,234.5
保定电力职业技术学院,文科,山东,279.5
保定电力职业技术学院,文科,湖北,349.0
保定电力职业技术学院,理科,湖南,253.0
保定电力职业技术学院,文科,陕西,262.0
保定电力职业技术学院,理科,甘肃,277.0
保定电力职业技术学院,理科,河北,202.25
保定电力职业技术学院,文科,山西,274.75
保定电力职业技术学院,理科,内蒙古,250.5
保定电力职业技术学院,文科,河南,225.25
保定电力职业技术学院,文科,青海,243.25
保险职业学院,理科,北京,343.0
保险职业学院,文科,辽宁,247.3333333
保险职业学院,文科,吉林,262.6666667
保险职业学院,文科,黑龙江,255.0
保险职业学院,理科,上海,200.0
保险职业学院,文科,浙江,283.5
保险职业学院,文科,安徽,214.3333333
保险职业学院,理科,福建,271.5
保险职业学院,文科,山东,208.0
保险职业学院,文科,湖北,236.0
保险职业学院,文科,湖南,174.6666667
保险职业学院,文科,广东,291.3333333
保险职业学院,文科,重庆,278.0
保险职业学院,理科,四川,228.6666667
保险职业学院,理科,陕西,226.3333333
保险职业学院,理科,甘肃,224.0
保险职业学院,理科,河北,211.0
保险职业学院,理科,山西,234.0
保险职业学院,文科,内蒙古,191.0
保险职业学院,理科,河南,226.0
保险职业学院,文科,广西,225.6666667
保险职业学院,文科,贵州,196.0
保险职业学院,理科,云南,291.0
保险职业学院,理科,青海,264.0
保险职业学院,文科,宁夏,252.0
保险职业学院,理科,新疆,284.5
保险职业学院,理科,江西,231.5
北京工商大学嘉华学院,文科,北京,433.0
北京工商大学嘉华学院,理科,天津,385.5
北京工商大学嘉华学院,文科,辽宁,421.0
北京工商大学嘉华学院,文科,吉林,359.6666667
北京工商大学嘉华学院,理科,黑龙江,375.5
北京工商大学嘉华学院,理科,上海,351.5
北京工商大学嘉华学院,文科,江苏,286.3333333
北京工商大学嘉华学院,文科,浙江,413.3333333
北京工商大学嘉华学院,理科,安徽,462.0
北京工商大学嘉华学院,文科,福建,430.75
北京工商大学嘉华学院,文科,山东,503.2
北京工商大学嘉华学院,文科,湖北,431.5
北京工商大学嘉华学院,文科,湖南,397.5
北京工商大学嘉华学院,文科,广东,463.3333333
北京工商大学嘉华学院,理科,重庆,444.0
北京工商大学嘉华学院,理科,四川,458.5
北京工商大学嘉华学院,理科,陕西,392.4
北京工商大学嘉华学院,理科,甘肃,367.6666667
北京工商大学嘉华学院,理科,河北,383.0
北京工商大学嘉华学院,文科,山西,397.0
北京工商大学嘉华学院,文科,内蒙古,330.5
北京工商大学嘉华学院,文科,河南,408.0
北京工商大学嘉华学院,文科,海南,503.0
北京工商大学嘉华学院,理科,广西,382.6666667
北京工商大学嘉华学院,理科,贵州,380.5
北京工商大学嘉华学院,文科,云南,391.5
北京工商大学嘉华学院,文科,西藏,477.0
北京工商大学嘉华学院,文科,宁夏,385.0
北京工商大学嘉华学院,理科,新疆,314.5
北京工商大学嘉华学院,文科,江西,392.5
北京工业大学耿丹学院,文科,北京,440.5
北京工业大学耿丹学院,理科,天津,371.0
北京工业大学耿丹学院,理科,辽宁,400.6666667
北京工业大学耿丹学院,理科,吉林,324.0
北京工业大学耿丹学院,理科,黑龙江,348.3333333
北京工业大学耿丹学院,文科,上海,346.5
北京工业大学耿丹学院,理科,江苏,289.0
北京工业大学耿丹学院,理科,浙江,364.0
北京工业大学耿丹学院,文科,安徽,453.0
北京工业大学耿丹学院,文科,福建,391.6666667
北京工业大学耿丹学院,理科,山东,473.0
北京工业大学耿丹学院,文科,湖北,424.75
北京工业大学耿丹学院,文科,湖南,423.6666667
北京工业大学耿丹学院,文科,广东,437.0
北京工业大学耿丹学院,文科,重庆,453.0
北京工业大学耿丹学院,理科,四川,442.3333333
北京工业大学耿丹学院,理科,陕西,376.0
北京工业大学耿丹学院,文科,甘肃,336.3333333
北京工业大学耿丹学院,理科,河北,421.3333333
北京工业大学耿丹学院,理科,山西,394.0
北京工业大学耿丹学院,理科,内蒙古,331.0
北京工业大学耿丹学院,理科,河南,412.6666667
北京工业大学耿丹学院,理科,海南,504.0
北京工业大学耿丹学院,理科,广西,320.0
北京工业大学耿丹学院,理科,贵州,378.5
北京工业大学耿丹学院,文科,云南,385.6666667
北京工业大学耿丹学院,文科,西藏,452.0
北京工业大学耿丹学院,理科,青海,319.0
北京工业大学耿丹学院,文科,宁夏,351.6666667
北京工业大学耿丹学院,理科,新疆,328.3333333
北京工业大学耿丹学院,文科,江西,461.0
燕京理工学院,理科,北京,442.3333333
燕京理工学院,理科,天津,310.6666667
燕京理工学院,理科,辽宁,409.0
燕京理工学院,理科,吉林,346.0
燕京理工学院,理科,黑龙江,364.3333333
燕京理工学院,理科,江苏,291.6666667
燕京理工学院,理科,浙江,407.6666667
燕京理工学院,文科,安徽,450.0
燕京理工学院,文科,福建,422.6666667
燕京理工学院,理科,山东,481.6666667
燕京理工学院,文科,湖北,430.0
燕京理工学院,理科,湖南,427.3333333
燕京理工学院,文科,广东,458.0
燕京理工学院,理科,重庆,447.0
燕京理工学院,文科,四川,432.6666667
燕京理工学院,文科,陕西,377.0
燕京理工学院,理科,甘肃,355.0
燕京理工学院,理科,河北,385.6666667
燕京理工学院,文科,山西,363.0
燕京理工学院,理科,内蒙古,325.0
燕京理工学院,文科,河南,407.0
燕京理工学院,文科,海南,509.3333333
燕京理工学院,理科,广西,381.0
燕京理工学院,文科,贵州,294.5
燕京理工学院,文科,云南,300.6666667
燕京理工学院,理科,西藏,366.0
燕京理工学院,文科,青海,293.0
燕京理工学院,理科,宁夏,368.3333333
燕京理工学院,文科,新疆,295.3333333
燕京理工学院,文科,江西,415.0
北京汇佳职业学院,理科,北京,150.0
北京汇佳职业学院,文科,天津,364.0
北京汇佳职业学院,文科,辽宁,228.0
北京汇佳职业学院,理科,黑龙江,227.3333333
北京汇佳职业学院,文科,浙江,283.0
北京汇佳职业学院,理科,安徽,266.6666667
北京汇佳职业学院,理科,山东,440.0
北京汇佳职业学院,理科,湖北,282.5
北京汇佳职业学院,文科,湖南,319.3333333
北京汇佳职业学院,理科,甘肃,231.6666667
北京汇佳职业学院,文科,河北,186.3333333
北京汇佳职业学院,文科,山西,201.0
北京汇佳职业学院,文科,内蒙古,174.6666667
北京汇佳职业学院,理科,河南,223.0
北京汇佳职业学院,文科,贵州,247.3333333
北京汇佳职业学院,文科,云南,284.0
北京汇佳职业学院,文科,新疆,241.0
北京交通职业技术学院,理科,北京,150.0
北京交通职业技术学院,文科,辽宁,296.0
北京交通职业技术学院,文科,吉林,254.3333333
北京交通职业技术学院,文科,黑龙江,251.5
北京交通职业技术学院,理科,安徽,227.0
北京交通职业技术学院,理科,山东,311.3333333
北京交通职业技术学院,理科,四川,314.0
北京交通职业技术学院,文科,甘肃,242.5
北京交通职业技术学院,理科,河北,314.0
北京交通职业技术学院,文科,山西,206.6666667
北京交通职业技术学院,文科,内蒙古,197.6666667
北京交通职业技术学院,文科,河南,223.3333333
北京交通职业技术学院,文科,青海,287.0
北京交通职业技术学院,理科,江西,265.0
北京科技大学天津学院,文科,北京,456.0
北京科技大学天津学院,理科,天津,375.3333333
北京科技大学天津学院,文科,辽宁,392.3333333
北京科技大学天津学院,文科,吉林,322.0
北京科技大学天津学院,文科,黑龙江,396.3333333
北京科技大学天津学院,文科,上海,352.0
北京科技大学天津学院,文科,江苏,281.3333333
北京科技大学天津学院,理科,浙江,418.6666667
北京科技大学天津学院,理科,安徽,442.0
北京科技大学天津学院,文科,福建,392.6666667
北京科技大学天津学院,理科,山东,468.0
北京科技大学天津学院,文科,湖北,371.3333333
北京科技大学天津学院,文科,湖南,410.0
北京科技大学天津学院,文科,广东,438.0
北京科技大学天津学院,理科,重庆,424.0
北京科技大学天津学院,理科,四川,411.0
北京科技大学天津学院,文科,陕西,362.0
北京科技大学天津学院,文科,甘肃,343.6666667
北京科技大学天津学院,文科,河北,429.3333333
北京科技大学天津学院,文科,山西,357.0
北京科技大学天津学院,文科,内蒙古,326.0
北京科技大学天津学院,理科,河南,372.3333333
北京科技大学天津学院,理科,海南,503.3333333
北京科技大学天津学院,文科,广西,329.0
北京科技大学天津学院,文科,贵州,323.0
北京科技大学天津学院,理科,云南,378.6666667
北京科技大学天津学院,理科,西藏,442.0
北京科技大学天津学院,文科,青海,318.0
北京科技大学天津学院,理科,宁夏,368.0
北京科技大学天津学院,文科,新疆,308.3333333
北京科技大学天津学院,理科,江西,436.3333333
北京科技职业学院,理科,北京,188.0
北京科技职业学院,理科,天津,185.0
北京科技职业学院,文科,辽宁,274.0
北京科技职业学院,文科,黑龙江,243.6666667
北京科技职业学院,文科,浙江,286.5
北京科技职业学院,理科,安徽,338.3333333
北京科技职业学院,文科,山东,211.0
北京科技职业学院,理科,湖北,245.0
北京科技职业学院,理科,湖南,326.0
北京科技职业学院,理科,广东,303.6666667
北京科技职业学院,理科,重庆,336.0
北京科技职业学院,文科,四川,271.0
北京科技职业学院,理科,甘肃,301.0
北京科技职业学院,理科,河北,241.0
北京科技职业学院,理科,山西,177.3333333
北京科技职业学院,理科,内蒙古,178.6666667
北京科技职业学院,文科,河南,209.0
北京科技职业学院,文科,广西,290.0
北京科技职业学院,理科,贵州,234.0
北京科技职业学院,文科,云南,271.0
北京科技职业学院,文科,青海,259.0
北京科技职业学院,文科,宁夏,278.0
北京科技职业学院,文科,新疆,199.3333333
北京理工大学珠海学院,理科,北京,469.0
北京理工大学珠海学院,文科,天津,374.3333333
北京理工大学珠海学院,理科,辽宁,428.0
北京理工大学珠海学院,理科,吉林,408.0
北京理工大学珠海学院,文科,黑龙江,386.75
北京理工大学珠海学院,理科,上海,384.0
北京理工大学珠海学院,文科,江苏,292.3333333
北京理工大学珠海学院,理科,浙江,424.5
北京理工大学珠海学院,理科,安徽,475.5
北京理工大学珠海学院,理科,福建,415.25
北京理工大学珠海学院,理科,山东,468.75
北京理工大学珠海学院,理科,湖北,450.75
北京理工大学珠海学院,理科,湖南,433.3333333
北京理工大学珠海学院,理科,广东,451.25
北京理工大学珠海学院,理科,重庆,442.6666667
北京理工大学珠海学院,理科,四川,476.25
北京理工大学珠海学院,理科,陕西,398.5
北京理工大学珠海学院,理科,甘肃,386.6666667
北京理工大学珠海学院,文科,河北,496.75
北京理工大学珠海学院,理科,山西,403.25
北京理工大学珠海学院,理科,内蒙古,344.75
北京理工大学珠海学院,文科,河南,449.75
北京理工大学珠海学院,理科,海南,533.6666667
北京理工大学珠海学院,文科,广西,383.25
北京理工大学珠海学院,文科,贵州,401.3333333
北京理工大学珠海学院,文科,云南,445.6666667
北京理工大学珠海学院,理科,西藏,466.0
北京理工大学珠海学院,理科,青海,344.6666667
北京理工大学珠海学院,文科,宁夏,396.6666667
北京理工大学珠海学院,文科,新疆,354.3333333
北京理工大学珠海学院,文科,江西,428.0
北京培黎职业学院,理科,北京,150.0
北京培黎职业学院,文科,辽宁,273.5
北京培黎职业学院,文科,黑龙江,201.6666667
北京培黎职业学院,理科,浙江,272.0
北京培黎职业学院,文科,安徽,168.3333333
北京培黎职业学院,理科,福建,348.0
北京培黎职业学院,文科,山东,266.6666667
北京培黎职业学院,理科,湖北,238.3333333
北京培黎职业学院,文科,湖南,214.0
北京培黎职业学院,文科,广东,327.5
北京培黎职业学院,文科,四川,241.75
北京培黎职业学院,文科,陕西,289.6666667
北京培黎职业学院,理科,甘肃,242.3333333
北京培黎职业学院,理科,河北,211.0
北京培黎职业学院,理科,山西,180.0
北京培黎职业学院,文科,内蒙古,182.0
北京培黎职业学院,理科,河南,195.6666667
北京培黎职业学院,文科,广西,230.0
北京培黎职业学院,文科,贵州,212.6666667
北京培黎职业学院,文科,云南,260.6666667
北京培黎职业学院,文科,宁夏,199.3333333
北京培黎职业学院,文科,新疆,271.5
北京培黎职业学院,文科,江西,232.5
北京现代职业技术学院,理科,北京,147.0
北京现代职业技术学院,文科,辽宁,305.0
北京现代职业技术学院,文科,安徽,196.0
北京现代职业技术学院,理科,福建,289.0
北京现代职业技术学院,文科,山东,226.0
北京现代职业技术学院,理科,湖北,266.6666667
北京现代职业技术学院,理科,陕西,360.0
北京现代职业技术学院,理科,甘肃,209.0
北京现代职业技术学院,理科,河北,216.3333333
北京现代职业技术学院,理科,山西,236.3333333
北京现代职业技术学院,理科,内蒙古,212.5
北京现代职业技术学院,理科,河南,203.6666667
北京邮电大学世纪学院,文科,北京,442.5
北京邮电大学世纪学院,理科,天津,362.5
北京邮电大学世纪学院,理科,辽宁,409.0
北京邮电大学世纪学院,理科,吉林,371.0
北京邮电大学世纪学院,理科,黑龙江,355.0
北京邮电大学世纪学院,文科,上海,367.0
